title,brand,os,ram,cpu,storage,screen size,resolution,cpu speed,model,wireless provider,cellular technology,color,refresh rate,sim count,wireless technology,price,price before promotion,rate,camera,img,website,currancy,url,reviews,width resolution,height resolution
"Xiaomi Redmi Note11s, 8GB RAM, 128GB ROM - Graphite Grey",Xiaomi,Android 10.0,8.0,Snapdragon,128.0,6.43,1080 x 2400,,Redmi-Note-11s,Unlocked for All Carriers,,Graphite,90 Hz,,,,,4.6,108MP,https://m.media-amazon.com/images/I/512lyVm9b9L._AC_SL1000_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Xiaomi-Redmi-Note11s-8GB-128GB/dp/B09R4F1LW4/ref=sr_1_183?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-183,"['Name: mahmoud ashraf, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 13 February 2023, Review: None', 'Name: محمد زغلول, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 27 November 2022, Review: None', 'Name: Berty, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 17 June 2022, Review: None', 'Name: Mahmoud safi, Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 9 November 2022, Review: None', 'Name: Osama Alsayed, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 5 August 2022, Review: None', 'Name: عبدالرحمن عمر, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 7 December 2022, Review: None', 'Name: محمد علي, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 29 August 2022, Review: None', 'Name: Khaled Velidoglou, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 25 February 2023, Review: None']",1080.0,2400.0
"realme 12 Pro 5G (Submarine Blue, 12GB RAM, 512GB Storage) | 50 MP Sony IMX882 OIS Camera | 32 MP 2X Flagship Telephoto Portrait | Snapdragon 6 Gen 1 | Curved Vision Display | 8 GB+12 GB Dynamic RAM",realme,realme ui 5.0,8.0,Snapdragon,512.0,6.7,1080 x 2400,,realme 12 Pro,Unlocked for All Carriers,,Blue,60 Hz,,,,,4.1,50MP,https://m.media-amazon.com/images/I/81UsBU3O0sL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/realme-Submarine-Flagship-Telephoto-Snapdragon/dp/B0CTK9M2M2/ref=sr_1_50?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-50,"['Name: Mohamad Al Houssiny, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 25 March 2024, Review: None']",1080.0,2400.0
"Samsung Galaxy Z Fold5 Folding Phone, Android Smartphone, 12GB RAM, 512GB Storage, Extended Battery Life, High Resolution Camera, Icy Blue (UAE Version)",SAMSUNG,Android 10.0,12.0,Snapdragon,512.0,7.6,,,Galaxy Z Fold5,Unlocked for All Carriers,5G,Blue,120 Hz,,,,,4.9,,https://m.media-amazon.com/images/I/71PtP4HYLGL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Samsung-Folding-Smartphone-Extended-Resolution/dp/B0CC9Y96VW/ref=sr_1_187?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-187,[],,
Realme C63 Dual SIM 8GB RAM 256GB 4G Jade Green,realme,,8.0,Snapdragon,256.0,6.4,1080 x 2400,,,,4G,Green,,Dual SIM,LTE,,,5.0,,https://m.media-amazon.com/images/I/51R-Wx+BdvL._AC_SY300_SX300_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Realme-Dual-256GB-Jade-Green/dp/B0DD4Z6B8N/ref=sr_1_64?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-64,[],1080.0,2400.0
Apple iPhone 13 with FaceTime (128GB) - Blue,Apple,iOS 15,4.0,,128.0,6.1,2560 x 1440,,iPhone 13 128GB Blue,Unlocked,2G,Blue,60 Hz,,,129.7594,,4.4,12MP,https://m.media-amazon.com/images/I/71xb2xkN5qL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Apple-iPhone-13-FaceTime-128GB/dp/B09G9DZFQ7/ref=sr_1_52?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-52,"['Name: Hagar, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 4 January 2024, Review: None', 'Name: Ahmed kotb, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 4 January 2024, Review: None', 'Name: Ramy nafe, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 5 June 2022, Review: None', 'Name: Muhammad Thakei, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 12 June 2024, Review: None', 'Name: Mina, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 30 April 2022, Review: None', 'Name: Dr.Mahmoud, Rating: 2.0 out of 5 stars, Date: Reviewed in Egypt on 16 August 2023, Review: None']",2560.0,1440.0
"Samsung Galaxy A25 5G, 6GB RAM, 128GB Storage, Black-1 Year Warranty/Local Version",SAMSUNG,Android 11.0,6.0,Snapdragon,128.0,6.5,1080 x 2340,,Samsung Galaxy A25 5G,etisalat,,Black,120 Hz,,,803.3794,,4.0,50MP,https://m.media-amazon.com/images/I/61n8R-QRkUL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Samsung-Storage-Black-1-Warranty-Version/dp/B0CQ5CQG31/ref=sr_1_56?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-56,"['Name: Mostafa, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 13 August 2024, Review: None', 'Name: mahmoud daoud, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 3 August 2024, Review: None', 'Name: عبد السلام فرج بدران, Rating: 3.0 out of 5 stars, Date: Reviewed in Egypt on 30 July 2024, Review: None', 'Name: ALI HASSAN BAKRY OSMAN, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 27 July 2024, Review: None', 'Name: عادل, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 19 July 2024, Review: None', 'Name: ممتاز, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 20 July 2024, Review: None', 'Name: Samir, Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 2 May 2024, Review: None', 'Name: Ahmed rmdeen, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 24 April 2024, Review: None']",1080.0,2340.0
"realme c65 Smartphone 8+256 GB, 50MP AI Camera, 6.67 Inch Eye Comfort Display with 90Hz Refresh Rate, 45 W Fast Charge, 5000 mAh Solid Battery, NFC Supported, Starlight Gold",realme,Android,,Snapdragon,256.0,6.4,1080 x 2400,,realme C65,Unlocked for All Carriers,,Starlight,,,,,,3.8,,https://m.media-amazon.com/images/I/71nva4btzuL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/realme-Smartphone-Comfort-Supported-Starlight/dp/B0CYJ219D5/ref=sr_1_62?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-62,"['Name: مكتوب انه يدعم NFC والموبايل لايدعم الخاصيه, Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 29 August 2024, Review: None']",1080.0,2400.0
"Redmi Note 13 Pro+ 5G (Fusion purple, 12GB RAM, 512GB Storage)",Redmi,Android 11.0,12.0,Snapdragon,512.0,6.67,12 - 15.9 mp,,Redmi Note 13 Pro+ 5G,Unlocked for All Carriers,5G,Purple,,,,,,4.2,,https://m.media-amazon.com/images/I/819sWoSDFRL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Redmi-Fusion-purple-512GB-Storage/dp/B0CRQ8874B/ref=sr_1_49?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-49,[],,
HONOR X9b 5G 12GB+256GB - Emerald Green,HONOR,Android 13.0,12.0,Snapdragon,12.0,6.78,1080 x 2340,,Honor X9b,Unlocked for All Carriers,,Emerald Green,120 Hz,,,,,3.7,,https://m.media-amazon.com/images/I/81J49-wZ18L._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/HONOR-X9b-5G-12GB-256GB/dp/B0CLD2188G/ref=sr_1_61?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-61,[],1080.0,2340.0
"Samsung Galaxy A55 5G, Android Smartphone, Dual SIM Mobile Phone, 8GB RAM, 128GB Storage, Awesome Iceblue -1 Year Warranty/Local Version",SAMSUNG,Android 11.0,8.0,Snapdragon,128.0,,1080 x 2340,2.3 GHz,Samsung Galaxy A55,Unlocked for All Carriers,,Blue,,,,,,4.4,,https://m.media-amazon.com/images/I/61V7NjE8V+L._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Samsung-Android-Smartphone-Storage-Warranty/dp/B0CX96X456/ref=sr_1_57?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-57,"['Name: Amazone, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 22 August 2024, Review: None', 'Name: Yahia Ashry, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 1 July 2024, Review: None', 'Name: صبري سلمان محمد, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 28 July 2024, Review: None', 'Name: user-MWY7PT1, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 18 July 2024, Review: None', 'Name: Mohamed, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 23 June 2024, Review: None']",1080.0,2340.0
"Realme 12 4G, 8GB Ram Mediatek Dimensity 6100+ (6 nm), 256GB Storage, 5000mAh 45W & Dual SIM Slot - Skyline Blue",realme,Android,8.0,Snapdragon,256.0,6.4,1080 x 2400,,Realme 12,,,Blue,,,,,,4.0,,https://m.media-amazon.com/images/I/51q1nwHaC+L._AC_SY300_SX300_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Realme-Mediatek-Dimensity-Storage-5000mAh/dp/B0DGFHVJ1H/ref=sr_1_60?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-60,[],1080.0,2400.0
"Redmi Note 13 Pro+ 5G (Fusion Black, 12GB RAM, 512GB Storage)",Redmi,"Android 13, MIUI 14",12.0,Snapdragon,512.0,6.67,12 - 15.9 mp,,Redmi Note 13 Pro+ 5G,Unlocked for All Carriers,5G,Black,,,,,,3.7,,https://m.media-amazon.com/images/I/71nrf4zgq5L._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Redmi-Fusion-Black-512GB-Storage/dp/B0CRQ8R766/ref=sr_1_65?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-65,"['Name: dartanian, Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 11 July 2024, Review: None']",,
Itel A60s 128GB / 4GB RAM - Glacier Green,Itel,Android 10.0,4.0,Snapdragon,128.0,6.6,720 x 1612,1.8 GHz,Itel A60s,,,Green,60 Hz,,,,,3.5,,https://m.media-amazon.com/images/I/61lC9rZlzHL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Itel-A60s-128GB-4GB-RAM/dp/B0CKJ64ZLQ/ref=sr_1_184?dib=eyJ2IjoiMSJ9.sGQR4knR-3eKPjEfp4uz7Gm_E5QCJnaxgHuVwODOHYGXFfLAqJEBA7hwAtiVjgSWDC6WyVl-ugrRU09A0u5zXxK9d5PsUIgtqZSg6_4y_7rlRRPqzJ9PZBeXz2ZOaUjaoRozwb0CNeCNP7cAESN6dQ5rFmSN3iZ3_yew_R1aIr8yeIqNCqxeX5rOrRa7Jpn80ajYLmfnn645tNZp78x36vaGtx66W6FrU58t2htJ1U-iHhIy-8ld6dn1w-lw6w7XNOZY-UiDrevUNWVFfh3eVP02CF5pFhWERmp-GPFYpCQ.v3gum006wzkuBOEPjIkZNhyfOiYj2eEEPqUcSU293n8&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-184,[],720.0,1612.0
Apple iPhone 15 (128 GB) - Green,Apple,iOS 15,,A13,128.0,6.1,,,Iphone 15,Unlocked for All Carriers,5G,Green,,,,,,3.9,,https://m.media-amazon.com/images/I/712i-Bxl8qL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Apple-iPhone-15-128-GB/dp/B0CHXLF6TL/ref=sr_1_67?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-67,"['Name: Kareem Farhat, Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 25 September 2024, Review: None']",,
Apple iPhone 13 128GB Starlight,Apple,iOS 15,4.0,,128.0,6.1,2560 x 1440,,iPhone 13 128GB Starlight,Unlocked,2G,Starlight,60 Hz,,,129.7594,,4.2,12MP,https://m.media-amazon.com/images/I/71GLMJ7TQiL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Apple-iPhone-13-128GB-Starlight/dp/B09G9BJD28/ref=sr_1_68?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-68,"['Name: shoaib, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 14 November 2023, Review: None', 'Name: خالد-عطيفى, Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 10 September 2024, Review: None', 'Name: tamerhamdye, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 31 March 2023, Review: None', 'Name: NO UR, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 22 June 2022, Review: None', 'Name: Khaled AB, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 17 February 2022, Review: None']",2560.0,1440.0
"SAMSUNG Galaxy S24, AI Android Smartphone, 256GB Storage, 8GB RAM, 50MP Camera, Long Battery Life, Marble Gray - 1 Year Warranty / Local Version",SAMSUNG,Android,8.0,1.2GHz Cortex A8 Processor,256.0,6.2,1080 x 2340,1.8 GHz,Galaxy S24,,,Gray,492 Hz,,,,,3.9,50MP,https://m.media-amazon.com/images/I/61cfIkYfWxL._AC_SL1418_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/SAMSUNG-Android-Smartphone-Storage-Battery/dp/B0CQZ1DSRF/ref=sr_1_72?dib=eyJ2IjoiMSJ9._gRMp9HcUWcYzBAxxosWoFg8B4mYf2G41FolZjpR2zCr_UmkV18vk3AfKyWIyYiHya4rlmb-fS4FbNB4djBje6KrM1tRVZS91-SHYSXHsrt7_BVrIjFjOI49gEipPEAlnJKSsdM37KnhHKXSHMa3clbuhOS7z7gngLE1koYBRF_f_7EEuv85OGZfYm5w8o4Dh-CCJWTpooyARfxmjkD1VSy7cmbCKmrkTKpyJJbsi0KvxXKG9pTGQI5JWzI4LdTphK9_PSSV65LNjSfQevyvowAoMRelHJ-MXOEY406V37Q.6pijDc8cNAHpuW96g_Wsoe1NjCtgeI5gzY607BGRxvk&dib_tag=se&qid=1728792229&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-72,"['Name: Ahmed Ismail, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 5 May 2024, Review: None', 'Name: hatematef, Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 30 July 2024, Review: None']",1080.0,2340.0
